monitoring_location,stn_code
River Manjeera At Gowdicharla B/C With Nakkavagu,2374
River Manjeera At Gowdicharla A/C With Nakkavagu,2375
"River Manjeera - Near Ganapathi Sugars , Medak Dist.",1781
River Manjeera At Raipally,1157
"River Manjeera At Yedu Payala Temple, Medak",4226
"River Singur Dam Reservoir, Sangareddy",4258
River Maner At Warangal U/S (Maneru At Thummala Cheruvu/Madannapet),1215
River Maner At Somnapalli,1158
"River Kinnerasani A/C Of Ktps Ash Pond Effluents, Khammam",2372
"River Karakavagu U/S At Paloncha, Khammam",3080
"River Karakavagu D/S At Paloncha, Khammam",3081
"River Ali Sagar Reservior Project Area, Alisagar (V) Yedapally (M) Nizamabad Dist.",4255
River Krishna At Gadwal Bridge,39
River Krishna At Wadapally After Confl. With R. Musi(Shifted From 1220),1465
"River Krishna At Thangadi , Mahaboobnagar Dist.",1784
"River Krishna - Nagarjuna Sagar Dam Spill Way, Nagarjuna (V), Peddavoora (M), Nalgonda",4259
"River Krishna At Mattepally, 500 Mts Before Bathing Gaht",4663
River Krishna After Confluence With River Musi At Vadapalli (V) Between Andhra Pradesh & Telangana States,4381
"River Musi U/S At Gandipet, Osmansagar Lake, Hyderabad",1172
"River Musi D/S At Pratapsingaram, Hyderabad",1173
"River Musi Reservoir At Kasaniguda, Nalgonda",3082
"River Nakkavagu, Bachugudem, Medak",2349
"Borewell At Koyyura, Jayashankar Bhupalapalli",15
"Open Well At Govt Ashram School, Tadvai (V), Ss Tadvai (M), Mulugu District",16
"Borewell At Peddavoora (V&M), Nalgonda",27
"Borewell At Nagaram, Palvancha, Bhadradri Kothagudem",1515
"Borewell At Pashamylaram Near M/S.Sri Chaitanya Chlorides, Sangareddy",1525
"Borewell At Pydipally Near East Side Of Sai Cheruvu , Paidipally (V), Warangal (M&D)",1791
"Borewell At Ckm College, Enamamula (V), Warangal (M&D)",1792
"Open Well At Kundanpally Near Ash Ponds Of Ntpc, Peddapalli , Ramagundam",1793
"Borewell At Manakondur , Ramagundam",1794
"Borewell At Bollaram Near Panchayat Office, Sangareddy",1795
"Borewell At Bodhan, Sriramnagar Colony, Shakkarnagar, Nizamabad",1810
"Borewell At Rudravelli Near Primary School, Rudravelli (V), Bibinagar (M),Yadadri Bhuvanagiri(D)",1811
"Borewell At J.Narasimha Rao?S House, 14Nos. Area, Ramavaram, Near Mws Dumpsite, Kothagudem",3088
"Borewell At Akbarnagar, Ramagundam",3094
"Borewell Near Msw Dump Yard, Medak Town, Medak District",4260
"Borewell Near Grampanchyat Office, Kistaipally Village, Jinnarm Mandal, Sangareddy District",4262
"Borewell Near Mpp School, Gaddapotharam Village, Jinnaram Mandal, Sangareddy District",4263
"Borewell Water Point At Zp Girls High School, Bhudan Pochampally (V&M), Yadadri District.",4264
"Borewell At Gram Panchayath Office Near Shiva Temple & Water Tank , Dothigudem (V) , Yadadri Bhuvanagiri District",4265
"Borewell, Near Primary School, Adloor Yellareddy (V), Sadashivanagar (M), Kamareddy Dist.",4266
"Borewell Located At House Of Sri Vital Rao, H.No.2-42, 875, Abestos Colony, Gandhi Nagar, Balanagar, Medchal District",4268
"Borewell Located At House Of Sri P Vekatesh Raju,Plot No.115, 22-321,Apiic, Co- Operative Colony, Jeedimetla, Quthbullapur(M), Medchal District",4269
"Borewell Located At House Of P.Anjaneyulu , Plot No.25, Shakthipuram, Prashanth Nagar, I.E.Kukatpally, Medchal District",4270
"Borewell Located At Government Primary School, Sy.No.32, Dhulapally",4271
"Borewell Located At Rajiv Gruha Kalpa, Ahmedguda, Ambedkar Nagar, Kapra Medchal District.",4272
"Borewell Located At Thanda Dundigal (V), Dhundigal (M), Medchal District.",4273
"Borewell Points At The Periphery Of The Ida, Jeedimetla, Medchal",4274
"Borewell Points At The Periphery Of The Ida, Balanagar, Medchal",4275
"Borewell Near Grampanchyat Office, Khazipally Village, Sangareddy District",4276
"Borewell At Zp High School, Sulthanpur (V), Ameenpur (M), Sangareddy District",4277
