monitoring_location,stn_code
"Ground Water Near Lift Water Supply Scheme At Dari Dharamshala At Hotel Dhauladhar Heights Dari, Dharamshala",4467
"Ground Water Supply Scheme Near Mela Ground Dari, Dharamshala",4468
Ground Water Near Supply Scheme At Nagrota Bhagwan,4472
"Lifting Water Supply Scheme Shamshi, Near Sabji Mandi Bhunter, Tehsil Kullu",4478
"Drinking Water Supply Scheme No. 7, Sanoli",4484
Ground Water Near Pulghrat Bridge Along National Highway,5249
"Borewell In The Premises Of M/S Bhagwati Automobile, Plot No. 13, Indl Area Sauli Khad, Dist. Mandi",5250
"Grouund Water At Vpo Sanoli, Sub-Tehsil Mehtapur (Drinking Water Supply Scheme)",5258
River Markanda After Confluence Of Rampur Jattan Moginand Nala,3864
River Markanda After Confluence With Salani Khad At Moginand Kala Amb,3862
"River Markanda At Shambuwala, Distt. Sirmour",1871
"Sukhana Nallah At Parwanoo Near Kalka Barrier, Exit Point Of H. P.",1870
Sarvari Nallah Before Confluence To River Beas,3867
Baragram Nallah Before Confluence To River Beas,3868
Surajmukhi Nallah U/S Wss Galayana D/S Of Shoolini University,3875
"Bhatian Nallah U/S Bhatian Village, Near Tvs Industry, Nalagarh",3879
Raw Water For Lwss Of Churat Nallah,4425
Raw Water For Lwss Of Jagroti Nallah,4426
Jarangla Nallah U/S Water Supply Scheme,4454
Kluin Nallah U/S Water Supply Scheme,4455
Sainj Nallah (U/S Sainj Water Supply Scheme At Dargi),4462
Dhaneshar Nallah (U/S Sainj Water Supply Scheme) Near Gyasi Mata Mandir,4463
Alhi Khad Near Intake Wss At Vill. Nog,4464
Jarangla Nallah D/S Water Supply Scheme,4466
Halog Nallah Near Halog Water Supply Scheme,4474
"Machada Nallah, Majhouti Water Supply Scheme Near Nirath",4475
Manalsu Nallah Near Water Supply Scheme For Manali Town,4476
Khalada Nallah Near Water Supply Scheme For Kullu Town,4477
Surajmukhi Nallah D/S Stp At U/S Of Shoolini University Samti Solan,4480
"Hurla Nalla D/S Hurla Bridge, Vpo Hurla, Tehsil Bhunter, Dis. Kullu",5253
"Kalam Nalla D/S Of Msw Processing Site At Chowri, Dist. Chamba",5257
River Beas D/S Of Waste Processing Facility At Manali,4444
River Beas U/S Before Conf. Of Manalsu Nallah,3866
"River Beas, U/S Kullu",2602
River Beas D/S Of Waste Processing Facility At Kullu,4445
River Beas D/S Kullu,1002
River Beas D/S Aut,1003
"River Beas, D/S Pandoh Dam",2603
River Beas At Exit Of Dehar Power House,1005
"Beas River, U/S Of Mandi Town",1550
River Beas D/S Mandi Town,1006
River Beas At Talwara (Pong Dam),30083
River Sutlej Before Conf. With River Spiti At Khab,1867
River Sutlej After Conf. With River Spit At Khab,2611
River Sutlej Before Confluences With River Tidong,4448
River Sutlej After Confluences With River Tidong,4449
River Sutlej Before Confluences Of River Baspa,4452
River Sutlej After Conf. Of River Baspa At Karcham Dam,3870
River Sutlej At Wangtoo Bridge,1389
River Sutlej After Confluences Of River Baspa,4453
River Sutlej D/S Landfill Site Rampur,4447
River Sutlej D/S Acc Barmana,4032
River Sutlej Near Luhnoo Ground,4033
River Sutlej Before Confluence With Ganvi Khand,4450
River Sutlej After Confluence With Ganvi Khad,4451
River Sutlej U/S Of Exit Point Of Dehar Power House,1014
River Sutlej D/S Of Exit Point Of Dehar Power House,1015
River Sutlej D/S Bhakhra,1016
"River Sutlej U/S At Olinda, Near Bhakra Dam, H.P.",30087
"River Sutlej D/S Olinda, Near Bhakra Dam, H.P.",30088
River Ravi U/S Chamba,1089
River Ravi Chamera-I Reservoir,2614
River Ravi D/S Chamera- Iii Hep Dam,2615
River Ravi U/S Stp At Bharga,3873
River Ravi D/S Stp At Bhagot,3874
River Parvati Before Conf. To River Beas At Bhunter,1290
River Sirsa U/S Sitomajri Nallah,1551
River Sirsa D/S Nalagarh Town,1868
River Sirsa After Conf. To River Ratta,4489
River Baira Siul D/S Surgani,2616
Suketi Khad Before Conf. With River Beas,2607
Neugal Khad D/S Thural,2609
River Spiti Before Conf.With River Sutlej At Khab,2610
River Baspa U/S Reservoir Baspa Hep At Kuppa,2612
River Swan U/S Industrial Area Gagret,3856
River Swan D/S Industrial Area Gagret,3857
River Swan U/S Una Town At Ghalluwal Bridge,3859
River Swan Before Conf. Of Garni Khad At Chururu,4030
River Swan After Conf. Garni Khad At Chururu,4031
River Swan D/S Bela Bathari (Bhangla),1869
River Tirthan Before Conf. To River Sutlej,4038
Ashwani Khad U/S Of Sadhupul Village (Nearby 800 Meters U/S Of The Bridge),4479
Ashwani Khad After Confluence Of Lift Nallah Near Dogrha Bridge,4429
"Ashwani Khad D/S Of Village Sadhupil, Tehsil Kandaghat, District Solan.",4461
Ashwani Khad U/S Of Yashwant Nagar Before Conf. With River Giri At Yashwant Nagar,2620
Mol Khad U/S Palampur,4025
Mol Khad D/S Palampur,4026
Raw Water For Lwss Of Nauti Khad At Gumma (Basantpur),4424
Shikari Khad Before Confluence To River Pabbar Near Hrtc Rohru Bus Stand,4431
River Batta U/S Paonta At Kishanpura,2626
River Sainj D/S Larji,1090
River Swan D/S Of Una At Rampur Bridge,4433
Bather Khad Water Supply Scheme At Dal Lake,4470
"Neugal Khad Near Water Supply Scheme At Bandla, Palampur",4471
River Bald D/S Landfillsite At Baddi,4486
River Ratta Before Conf. To River Sirsa,4488
"River Uhl D/S Of Iit, Mandi",5248
Suketi Khad D/S Swm Site At Sunder Nagar,5251
Seer Khad U/S Intake Point Of Wss Ghumarwin Town,5252
River Bhagga U/S Before Confluence To River Chenab,5254
River Chandra U/S Before Confluence To River Chenab,5255
River Chenab D/S At Tandi (L & S),5256
"River Giri At Nihari, Kotkhal",5292
River Yamuna U/S Sun Pharmaceuticals,4439
River Yamuna D/S Sun Pharmaceuticals,4440
River Tons At Tiuni (Himachal Pradesh/Uttra Khand Border),1510
"River Giri D/S Kalgidhar Trust, Baru Sahib",4028
River Giri At D/S Yashwant Nagar After Conf. With Ashwani Khad At Yashwant Nagar- Near Shani Mandir,2621
River Giri After Confluence Of Ashwani River At Village Maryog,3876
River Giri At U/S Cci Mines At Village Nadi,2622
"River Giri D/S Cement Corporation Of India, Rajban At Bangran Bridge",3860
River Pabbar D/S Swarakuddu,2619
River Giri D/S Proposed Site Of Renuka Dam,4473
