monitoring_location,stn_code
"River Gabharu Near Bridge At Nh-52, Near Tumiuki, Sonitpur",3763
"River Bega Mg Road, Mangaldoi",3765
"River Nuwa Noi Near Bridge Over Boinaoja Para, Mangaldoi",3767
River Kakodonga At Nh-37 Crossing,3768
River Towkak At Sonari,3773
River Suffry At Maibella,3774
River Tenga Pukhuri At Tengapukhuri,3775
"River Dorika Near Msw Dumping Site, Sivasagar",3777
"River Sessa Near Sessa Tiniali, Nh Bridge, Dibrugarh",3780
"River Niz Kodomoni Pwss Complex, Dibrugarh",3782
"River Maguri Beel, Guijan, Tinsukia",3783
"River Tingrai Near Tinsukia Msw Dumping Site, Itakhola",3784
"River Gai Nadi At Somarajan, Dhemaji",3786
"River Jiadhal Kumotiya River Near Jiadhal Bridge, Dhemaji",3788
"River Kaliani Near Kanaighat Bridge, Kanaighat",3791
River Kuji (Near New Bogagigaon) Near Water Intake Point For Nf Railway,3796
River Killing In Morigaon District,3799
"River Madhura At Madhuraghat, Cachar",3803
River Digaru At Nh Crossing,3807
River Kulsi At Chaygaon Near Nh37 Crossing,3810
River Puthimari Near Puthimari Chowk At Nh Crossing,3811
"Brahmputra River At Dhenukhapahar,",1526
"Brahamputra At Jogijhoga Near Bridge,",1299
Assam,2069
"Burhidihing Near Duliajan At D/S, Tinsukia,",2062
"Dikhow River At Dikhow Bridge Sivasagar,",2231
"Disang River At Dillighat, Dibrugarh Dist.,",2058
River Brahamputra At Dibrugarh,1030
River Brahamputra At Nimatighat,1262
River Brahmputra River At Dhenukhapahar,1526
River Brahamputra At Pandu,1031
River Brahamputra At Jogijhoga Near Bridge,1299
"River Brahmputra Near Water Intake Point At Kacharighat, Panbazar, Guwahati",2069
"River Brahmaputra At Chandrapur, Guwahati, Assam",2064
"River Brahmputra At Sualkuchi, Dist. Kamrup",2067
"River Brahmaputra At Dhubri, Assam",2066
"River Brahamputra At Bogibeel Bridge, Bogibeel, Dibrugarh",3781
River Brahamputra At Biswanath Ghat,4004
"River Burhidihing At Margherita, Assam",1422
"River Burhidihing Near Duliajan At D/S, Tinsukia, Assam",2062
"River Burhidihing At Duliajan (Intake Point Of Oil India Ltd.), Assam",2230
"River Dhansiri At Nagaland-Assam Border, Dimapur",1928
"River Dhansiri At Golaghat, Assam",1259
"River Dhansiri Near Bridge At Nh-15, Dhansiri Bhalukmari Jungle, Udalguri",3764
River Dhansiri At Jahaighat,3792
River Dhansiri At Bokajan,30073
River Dhansiri At Numaligarh,30074
"River Bharalu At Guwahati, Assam",1528
"River Dikrong Near Bridge At Nh-52, Bandardewa",3759
"River Digboi At Lakhipathe, Reserve Forest, Digboi, Assam",1530
"River Dikhow At Dikhow Bridge Sivasagar, Assam",2231
"River Dikhow At Nagini Mora (Inter-State Boundaries, Assam- Nagaland)",3776
River Dikhow At Dikhomukh Confluence With Brahamputra,3778
River Disang At Gundamghat,1298
"River Disang At Dillighat, Dibrugarh Dist., Assam",2058
River Disang At Nh Crossing,4005
River Tocklai Near Bridge At Jorhat,4011
River Tunia At D/S Brpl,4012
River Larsing Near Locl Depo At Moinarbond,4329
River Dhateshwari D/S Of Hailakandi,4331
River Demow At Demow Town,4332
"River Borsila At Borsila, Deopani, Namti",4336
"River Barnadi Near Bridge, Nh-52,",4341
"River Subansiri At Gerekamukh (Before Confl. With Brah.), Assam",1261
"River Baralia (Near Chatpuja Ghat) Rangia, Kamrup (R )",4342
River Buradia (Near Bridge Along Nh-31) Nalbari,4343
"River Tihu (Near Bridge Along Nh-31) Tihu, Nalbari",4344
"River Singra (Near Bridge Along Nh-37) Boko, Kamrup (R )",4345
"River Beki At Nh-37 Crossing At Barpeta Road, Assam",2238
"River Bhogdoi At Jorhat , Assam",1527
"River Bhogdoi (Pujadubi Ghat) Intake Point Of Urban Water Supply, Jorhat",3769
"River Jhanji At N.H. Crossing Jorhat, Assam",1258
"River Jai Bharali Near Biswanath Charali, Sonitpur, Assam",2063
"River Sankosh Dhubri, Assam",2239
"River Boginadi Near Bridge Nh-52, Lakhimpur, Assam",2233
"River Sonai At Sonai, Assam",2241
"River Ranga Nadi D/S Of Hydel Project, Assam",2234
