monitoring_location,stn_code
River Baitarni At Champua,3937
River Baitarni At Chandbali U/S,1084
River Salandi At Bhadrak U/S,3940
River Salandi At Bhadrak D/S,3941
"River Kusei Before Joining With Baitarni At Anandpur, Deogaon",2421
River Brahmani At U/S Panposh,1037
River Brahmani At D/S Panposh At Deogan,1038
River Brahmani At Rourkela D/S At Jalda,1302
River Brahmani At Rourkela Fd/S At Biritola,2414
River Brahmani At Bonaigarh,1039
River Brahmani At Rengali,1040
River Brahmani At Samal,1041
"River Brahmani At Talcher Fu/S (Intake Well Of Mcl, Talcher)",2415
River Brahmani At Talcher Fd/S,2416
River Brahmani At Kamalanga (Talcher D/S),1042
"River Brahamni At Dhenkanal D/S, Dhenkanal Town",2417
River Brahmani At Talcher U/S,1303
River Brahmani At Bhuban,1043
River Brahmani At Kabatabandha (Before Impact Of Industrial Activity In Kalinganagar Area),2418
River Brahmani At Dharmashala U/S,1044
River Brahmani At Pattamundai,1045
River Brahmani At Rourkela Fd/S At Attaghat,3916
River Brahmani At Mandapal,3917
River Brahmani At Dhenkanal U/S,3918
River Kharasrota At Khanditara (D/S Of Industrial Activities At Kalinga Nagar),2419
River Kharasrota At Aul,2420
River Kharasrota At Binjharpur,3922
River Kisindajhor At Kharagprasad,3921
River Bangurusingada Jhor,3931
River Karo At Badbil,3915
River Badajhor (At Dhenkanal),3924
River Damasala At Dayanabil,3933
River Tikira At Kaniha U/S,3927
River Tikira At Kaniha D/S,3928
"River Singda Jhor (Talcher Kaniha Road Bridge, Balangi)",3929
River Ramiala Near Kamakhyanagar,3932
River Koel U/S (After Confluence Of Karo),2413
River Nandira U/S At Kukudanga,3919
River Nandira D/S At Dasnali,3920
River Lingira U/S Of Angul,3925
River Lingira D/S Of Angul,3926
River Indravati At Nawarangpur,3948
River Indravati At Nowrangpur (Odisha),30062
River Subarnarekha At Rajghat (Thengudia),1641
River Subarnarekha At Lakhannath (Orissa),30069
"River Sono At Kanandurga Road Near Remuna, Hatogond",3942
"Ranihat- Mangalabag Area, Cuttack",1648
"Old Town- Samantarapur Area, Bhubaneswar",1651
"Kalpana - Laxmisagar Area, Bhubaneswar",1652
"Secretariat- Governor House- Old Bus Stand Area, Bhubaneswar",1654
"Baliapanda, Puri",1658
"Market Complex, Court Chhak, Khadia Road, Kendrapara",4862
"District Head Quarter Hospital Premises, Bhadrak",4865
"Salandi Hospital Premises Near Unauthorised Garbage Disposal Site By The Side Of Nh, Bhadrak",4866
"Dhangidimuta Village (Kusumi Gp Office Near Badampahar Mining Area, Mayurbhanj",4867
Dhangidimuta Village (Basti Sahi) Near Catch Pond Of,4868
"Joda West Manganese Mine Of M/S Tata Steel Ltd. (Bichhakundi Colony), Joda, Keonjhar",4869
"Balda Block Iron Ore Mines Of M/S Sirajuddin & Co. (Near Time Office Inside The Mine Leasehold Area), Keonjhar",4870
"Roida-Ii Iron Ore Mines Of M/S K N Ram & Co., Tanto, Bhadrasahi, Barbil, Keonjhar",4871
"Thakurani Iron Ore Mines Of M/S Kaypee Enterprises Near Vt Centre, Barbil, Keonjhar",4872
"Ddm Office, Koira Premises, Sundargarh",4873
"Tensa Residential Area, Koira, Sundargarh",4874
"Collector Office Premises, Deogarh",4875
"Govt. Model Degree Collage Premises, Deogarh",4876
"Inside The Premises Of District Head Quarter Hospital, Paralakhemundi, Gajapati",4877
